Tajuk Perolehan,PTJ,Tarikh Iklan,Tarikh Tutup,Tempoh Berbaki (Hari),Taklimat / Lawatan Tapak,Tindakan
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK PANGLIMA BUKIT GANTANG DI BAWAH JABATAN PENDIDIKAN NEGERI PERAK, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK POS PIAH DI BAWAH JABATAN PENDIDIKAN NEGERI PERAK, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA MAAHAD AL-YAHYAWIAH DI BAWAH JABATAN PENDIDIKAN NEGERI PERAK, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK POS LEGAP DI BAWAH JABATAN PENDIDIKAN NEGERI PERAK, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMA MAAHAD NURUL FADZLIAH DI BAWAH JABATAN PENDIDIKAN NEGERI PERAK, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK POS PERWOR DI BAWAH JABATAN PENDIDIKAN NEGERI PERAK, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK RAJA (P) MUDA TENGKU FAUZIAH DI BAWAH JABATAN PENDIDIKAN NEGERI PERLIS, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK SULTAN ABDUL JALIL SHAH DI BAWAH JABATAN PENDIDIKAN NEGERI PERAK, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SEKOLAH MENENGAH INTEGRASI SAINS TAHFIZ DI BAWAH JABATAN PENDIDIKAN WILAYAH PERSEKUTUAN KUALA LUMPUR, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SM IMTIAZ YT KUALA TERENGGANU DI BAWAH JABATAN PENDIDIKAN NEGERI TERENGGANU, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK PALOH DI BAWAH JABATAN PENDIDIKAN NEGERI KELANTAN, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK TENGKU SULEIMAN DI BAWAH JABATAN PENDIDIKAN NEGERI PERLIS, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK SANGLANG DI BAWAH JABATAN PENDIDIKAN NEGERI PERLIS, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMA NAHDZAH BUKIT BESAR, YAN DI BAWAH JABATAN PENDIDIKAN NEGERI KEDAH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMA AD-DINNIAH AL-ISLAMIAH DI BAWAH JABATAN PENDIDIKAN NEGERI PERAK, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA MAKTAB MAHMUD PENDANG DI BAWAH JABATAN PENDIDIKAN NEGERI KEDAH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK REDANG PANJANG DI BAWAH JABATAN PENDIDIKAN NEGERI PERAK, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SABK MAAHAD AL-MAARIF AL-ISLAMIAH DI BAWAH JABATAN PENDIDIKAN NEGERI PERAK, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SABK ADDINIAH, JELUTONG DI BAWAH JABATAN PENDIDIKAN NEGERI PERAK, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK POS POI DI BAWAH JABATAN PENDIDIKAN NEGERI PERAK, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK PANGLIMA BUKIT GANTANG DI BAWAH JABATAN PENDIDIKAN NEGERI PERAK, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK POS PIAH DI BAWAH JABATAN PENDIDIKAN NEGERI PERAK, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMA PEKAN GURUN DI BAWAH JABATAN PENDIDIKAN NEGERI KEDAH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK KHIR JOHARI, SUNGAI SUMUN DI BAWAH JABATAN PENDIDIKAN NEGERI PERAK, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK RPS POS KEMAR DI BAWAH JABATAN PENDIDIKAN NEGERI PERAK, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SEKOLAH IZZUDIN SHAH DI BAWAH JABATAN PENDIDIKAN NEGERI PERAK, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK ULU KINTA DI BAWAH JABATAN PENDIDIKAN NEGERI PERAK, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK BINJAI JAYA DI BAWAH JABATAN PENDIDIKAN NEGERI SELANGOR, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SM SAINS TUANKU JAAFAR DI BAWAH BAHAGIAN PENGURUSAN SEKOLAH BERASRAMA PENUH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI A) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA KOLEJ VOKASIONAL (PERTANIAN) TELUK INTAN DI BAWAH BAHAGIAN PENDIDIKAN DAN LATIHAN TEKNIKAL VOKASIONAL, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI A) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK SG TENGI DI BAWAH JABATAN PENDIDIKAN NEGERI SELANGOR, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK SENIBAI DI BAWAH JABATAN PENDIDIKAN NEGERI SEMBILAN, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK PETASEH DI BAWAH JABATAN PENDIDIKAN NEGERI SEMBILAN, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK TELANOK DI BAWAH JABATAN PENDIDIKAN NEGERI PAHANG, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SAM BANDAR BARU SALAK TINGGI DI BAWAH JABATAN PENDIDIKAN NEGERI SELANGOR, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK KOTA PERDANA DI BAWAH JABATAN PENDIDIKAN NEGERI PAHANG, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SAM JERAM DI BAWAH JABATAN PENDIDIKAN NEGERI SELANGOR, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK DATO' MOHD TAHA DI BAWAH JABATAN PENDIDIKAN NEGERI SEMBILAN, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK LANAI DI BAWAH JABATAN PENDIDIKAN NEGERI PAHANG, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SAMT KUALA KUBU BHARU DI BAWAH JABATAN PENDIDIKAN NEGERI SELANGOR, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK KUALA SAT & SK BUKIT MAT DALING DI BAWAH JABATAN PENDIDIKAN NEGERI PAHANG, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK BETAU DI BAWAH JABATAN PENDIDIKAN NEGERI PAHANG, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK KERUAK DI BAWAH JABATAN PENDIDIKAN NEGERI TERENGGANU, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK BADAK DI BAWAH JABATAN PENDIDIKAN NEGERI KELANTAN, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK PASIR AKAR DI BAWAH JABATAN PENDIDIKAN NEGERI TERENGGANU, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK SIMPANG BEKOH DI BAWAH JABATAN PENDIDIKAN NEGERI MELAKA, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK TENGKU BENDAHARA DI BAWAH JABATAN PENDIDIKAN NEGERI KELANTAN, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK BUKIT RAMBAI DI BAWAH JABATAN PENDIDIKAN NEGERI MELAKA, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK PENGKALAN BERANGAN DI BAWAH JABATAN PENDIDIKAN NEGERI TERENGGANU, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK PONTIAN JAYA DI BAWAH JABATAN PENDIDIKAN NEGERI PAHANG, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK PADANG PULUT DI BAWAH JABATAN PENDIDIKAN NEGERI TERENGGANU, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK AGAMA PAHANG DI BAWAH JABATAN PENDIDIKAN NEGERI PAHANG, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA MAAHAD TAHFIZ WATA'LIMIL AL QURAN DI BAWAH JABATAN PENDIDIKAN NEGERI PAHANG, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK TENGKU ABDULLAH DI BAWAH JABATAN PENDIDIKAN NEGERI PAHANG, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK KARAK DI BAWAH JABATAN PENDIDIKAN NEGERI PAHANG, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK SULTAN ABU BAKAR DI BAWAH JABATAN PENDIDIKAN NEGERI PAHANG, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK CHIKU 2 DI BAWAH JABATAN PENDIDIKAN NEGERI KELANTAN, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK ORANG KAYA HAJI DI BAWAH JABATAN PENDIDIKAN NEGERI PAHANG, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK JERANTUT DI BAWAH JABATAN PENDIDIKAN NEGERI PAHANG, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK AYER LANAS DI BAWAH JABATAN PENDIDIKAN NEGERI KELANTAN, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK JENGKA 2 DI BAWAH JABATAN PENDIDIKAN NEGERI PAHANG, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK JELI DI BAWAH JABATAN PENDIDIKAN NEGERI KELANTAN, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK KERUAK DI BAWAH JABATAN PENDIDIKAN NEGERI TERENGGANU, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK BADAK DI BAWAH JABATAN PENDIDIKAN NEGERI KELANTAN, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK PASIR AKAR DI BAWAH JABATAN PENDIDIKAN NEGERI TERENGGANU, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK SIMPANG BEKOH DI BAWAH JABATAN PENDIDIKAN NEGERI MELAKA, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK TENGKU BENDAHARA DI BAWAH JABATAN PENDIDIKAN NEGERI KELANTAN, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK BUKIT RAMBAI DI BAWAH JABATAN PENDIDIKAN NEGERI MELAKA, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK PENGKALAN BERANGAN DI BAWAH JABATAN PENDIDIKAN NEGERI TERENGGANU, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK PONTIAN JAYA DI BAWAH JABATAN PENDIDIKAN NEGERI PAHANG, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK PADANG PULUT DI BAWAH JABATAN PENDIDIKAN NEGERI TERENGGANU, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK AGAMA PAHANG DI BAWAH JABATAN PENDIDIKAN NEGERI PAHANG, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
